Quarter,Alabama,Alabama,Alabama,Alaska,Alaska,Alaska,Arizona,Arizona,Arizona,Arkansas,Arkansas,Arkansas,California,California,California,Colorado,Colorado,Colorado,Connecticut,Connecticut,Connecticut,Delaware,Delaware,Delaware,District of Columbia,District of Columbia,District of Columbia,Florida,Florida,Florida,Georgia,Georgia,Georgia,Hawaii,Hawaii,Hawaii,Idaho,Idaho,Idaho,Illinois,Illinois,Illinois,Indiana,Indiana,Indiana,Iowa,Iowa,Iowa,Kansas,Kansas,Kansas,Kentucky,Kentucky,Kentucky,Louisiana,Louisiana,Louisiana,Maine,Maine,Maine,Maryland,Maryland,Maryland,Massachusetts,Massachusetts,Massachusetts,Michigan,Michigan,Michigan,Minnesota,Minnesota,Minnesota,Mississippi,Mississippi,Mississippi,Missouri,Missouri,Missouri,Montana,Montana,Montana,Nebraska,Nebraska,Nebraska,Nevada,Nevada,Nevada,New Hampshire,New Hampshire,New Hampshire,New Jersey,New Jersey,New Jersey,New Mexico,New Mexico,New Mexico,New York,New York,New York,North Carolina,North Carolina,North Carolina,North Dakota,North Dakota,North Dakota,Ohio,Ohio,Ohio,Oklahoma,Oklahoma,Oklahoma,Oregon,Oregon,Oregon,Pennsylvania,Pennsylvania,Pennsylvania,Rhode Island,Rhode Island,Rhode Island,South Carolina,South Carolina,South Carolina,South Dakota,South Dakota,South Dakota,Tennessee,Tennessee,Tennessee,Texas,Texas,Texas,Utah,Utah,Utah,Vermont,Vermont,Vermont,Virginia,Virginia,Virginia,Washington,Washington,Washington,West Virginia,West Virginia,West Virginia,Wisconsin,Wisconsin,Wisconsin,Wyoming,Wyoming,Wyoming
2018-04-01,205930.8,4889702.0,42115.0,43730.3,737131.0,59325.0,313092.9,7149569.0,43792.0,129853.4,3010961.0,43127.0,2418519.2,39424643.0,61345.0,328930.4,5686872.0,57840.0,262561.2,3574474.0,73455.0,50920.2,965828.0,52722.0,56199.8,703243.0,79915.0,1077687.5,21219783.0,50787.0,489862.2,10506199.0,46626.0,76021.3,1423427.0,53407.0,76100.5,1747931.0,43537.0,725650.0,12731033.0,56999.0,314938.5,6693482.0,47052.0,154829.6,3148894.0,49170.0,148143.7,2912328.0,50868.0,187949.8,4462862.0,42114.0,214571.7,4665401.0,45992.0,64917.7,1339483.0,48465.0,370677.0,6040226.0,61368.0,483565.5,6882484.0,70260.0,475165.2,9985383.0,47586.0,317923.8,5603418.0,56737.0,112538.6,2983740.0,37717.0,288926.5,6123756.0,47181.0,50744.0,1060750.0,47838.0,100195.1,1924336.0,52067.0,148204.1,3023352.0,49020.0,82737.2,1354375.0,61089.0,594021.5,8890988.0,66812.0,85939.8,2093660.0,41048.0,1313329.3,19549683.0,67179.0,472576.8,10376447.0,45543.0,42379.4,759588.0,55793.0,566352.4,11678292.0,48496.0,181091.9,3942051.0,45938.0,209771.7,4178762.0,50199.0,710825.8,12806579.0,55505.0,57128.0,1058923.0,53949.0,221005.8,5083453.0,43476.0,45396.0,878630.0,51667.0,317313.7,6769854.0,46872.0,1471501.9,28582279.0,51483.0,145032.3,3148477.0,46064.0,33350.0,624794.0,53378.0,481892.7,8505530.0,56656.0,449889.1,7514032.0,59873.0,74175.5,1807404.0,41040.0,295344.1,5806869.0,50861.0,34471.8,579127.0,59524.0
2018-07-01,207561.9,4894401.0,42408.0,44436.4,736322.0,60349.0,318117.1,7181461.0,44297.0,131484.2,3013701.0,43629.0,2451370.7,39443390.0,62149.0,335103.0,5705573.0,58733.0,266950.2,3574066.0,74691.0,51760.7,968363.0,53452.0,57084.9,704730.0,81003.0,1095763.8,21288844.0,51471.0,497724.8,10534305.0,47248.0,76491.6,1422350.0,53778.0,76934.0,1756936.0,43789.0,731620.4,12719357.0,57520.0,317772.3,6703408.0,47405.0,156183.4,3151570.0,49557.0,149669.7,2913161.0,51377.0,188990.0,4465841.0,42319.0,216132.8,4664325.0,46337.0,65513.5,1341043.0,48853.0,374416.2,6044641.0,61942.0,489022.9,6887800.0,70998.0,478496.3,9988441.0,47905.0,321346.2,5613428.0,57246.0,113002.3,2982709.0,37886.0,290574.1,6128672.0,47412.0,51056.7,1063027.0,48030.0,101103.3,1926651.0,52476.0,150557.2,3038705.0,49547.0,83713.0,1355961.0,61737.0,600657.2,8893075.0,67542.0,87132.8,2094895.0,41593.0,1324599.5,19536983.0,67800.0,477717.4,10406637.0,45905.0,43006.0,760614.0,56541.0,573131.0,11684566.0,49050.0,183473.7,3946256.0,46493.0,213435.9,4188272.0,50960.0,722391.6,12809942.0,56393.0,57395.1,1059357.0,54179.0,223840.8,5100743.0,43884.0,45809.9,880483.0,52028.0,322742.6,6785603.0,47563.0,1494212.3,28673803.0,52111.0,147398.3,3161485.0,46623.0,33566.4,624795.0,53724.0,487344.0,8517781.0,57215.0,457991.6,7538748.0,60752.0,75589.1,1804904.0,41880.0,299270.2,5812043.0,51491.0,34922.0,579279.0,60285.0
2018-10-01,210309.6,4899364.0,42926.0,44737.2,735674.0,60811.0,321708.0,7214922.0,44589.0,133378.3,3016441.0,44217.0,2473807.1,39450951.0,62706.0,340033.8,5721755.0,59428.0,267156.5,3572588.0,74780.0,52249.2,971005.0,53809.0,57288.7,705863.0,81161.0,1108948.8,21353329.0,51933.0,500742.9,10563140.0,47405.0,76837.5,1420781.0,54081.0,78412.7,1766476.0,44389.0,739189.4,12707131.0,58171.0,321771.9,6712551.0,47936.0,160048.4,3154519.0,50736.0,151531.9,2913608.0,52008.0,190689.2,4468522.0,42674.0,217790.0,4663547.0,46701.0,65757.0,1342703.0,48974.0,376077.2,6048960.0,62172.0,492577.5,6891196.0,71479.0,480542.5,9989553.0,48105.0,325885.3,5622130.0,57965.0,114257.2,2982061.0,38315.0,294397.9,6133328.0,48000.0,51895.9,1065295.0,48715.0,104017.3,1928729.0,53930.0,153422.8,3054305.0,50232.0,83910.2,1357615.0,61807.0,604405.0,8894619.0,67952.0,87941.6,2096873.0,41939.0,1327926.8,19520436.0,68028.0,485374.7,10435974.0,46510.0,44142.1,761645.0,57956.0,578563.7,11690443.0,49490.0,185966.9,3951247.0,47065.0,215361.6,4197169.0,51311.0,728652.3,12809767.0,56883.0,58197.6,1059234.0,54943.0,226794.3,5118227.0,44311.0,47693.4,882561.0,54040.0,325751.1,6799757.0,47906.0,1513022.2,28769210.0,52592.0,149952.4,3173915.0,47245.0,33778.5,624709.0,54071.0,492107.7,8530633.0,57687.0,462738.3,7561779.0,61194.0,76150.4,1802547.0,42246.0,302465.6,5816789.0,51999.0,35298.3,579630.0,60898.0
2019-01-01,213580.1,4902271.0,43568.0,44947.1,734770.0,61172.0,328327.3,7245115.0,45317.0,134301.9,3017916.0,44502.0,2510292.8,39443263.0,63643.0,346279.4,5735770.0,60372.0,270351.9,3569578.0,75738.0,52188.1,973173.0,53627.0,56690.8,706753.0,80213.0,1127159.0,21407110.0,52653.0,511547.8,10588013.0,48314.0,77642.6,1418688.0,54728.0,80323.8,1775302.0,45245.0,744627.7,12689730.0,58680.0,326567.2,6719081.0,48603.0,158528.8,3156137.0,50229.0,153511.2,2912859.0,52701.0,194026.0,4469484.0,43411.0,220886.9,4660942.0,47391.0,67225.7,1343738.0,50029.0,377946.6,6050804.0,62462.0,504701.1,6891845.0,73232.0,487481.4,9986456.0,48814.0,326360.8,5628507.0,57984.0,115364.3,2980225.0,38710.0,298120.7,6135402.0,48590.0,52904.6,1067097.0,49578.0,103306.4,1930032.0,53526.0,156710.6,3068652.0,51068.0,86540.0,1358702.0,63693.0,614159.4,8892434.0,69065.0,89214.4,2097857.0,42526.0,1346981.4,19495816.0,69091.0,494553.0,10461063.0,47276.0,44150.7,762365.0,57913.0,582932.1,11691442.0,49860.0,191040.8,3954579.0,48309.0,218140.0,4204233.0,51886.0,733177.8,12803887.0,57262.0,59474.5,1058682.0,56178.0,231953.5,5133526.0,45184.0,48064.9,884268.0,54356.0,332054.7,6811165.0,48752.0,1526368.9,28853875.0,52900.0,155256.2,3185319.0,48741.0,34512.5,624370.0,55276.0,497123.3,8540136.0,58210.0,473521.6,7581809.0,62455.0,76289.4,1799386.0,42397.0,305416.5,5819098.0,52485.0,35285.4,579763.0,60862.0
2019-04-01,215125.8,4905709.0,43852.0,45149.9,733948.0,61516.0,331518.5,7275739.0,45565.0,134456.4,3019728.0,44526.0,2534354.5,39436971.0,64263.0,347920.7,5750513.0,60503.0,269829.9,3566936.0,75648.0,52383.1,975438.0,53702.0,56965.2,707718.0,80491.0,1135181.7,21462029.0,52893.0,516600.9,10613934.0,48672.0,78149.6,1416525.0,55170.0,81299.7,1784341.0,45563.0,745028.9,12673674.0,58786.0,328108.8,6726545.0,48778.0,157750.5,3158196.0,49950.0,153595.7,2912498.0,52737.0,195253.5,4471071.0,43670.0,221085.0,4658811.0,47455.0,67567.9,1344997.0,50236.0,380467.2,6053126.0,62855.0,505549.0,6893345.0,73339.0,491845.6,9984599.0,49260.0,327668.3,5635773.0,58141.0,115450.6,2978685.0,38759.0,298703.5,6138321.0,48662.0,53110.1,1069029.0,49681.0,103017.7,1931587.0,53333.0,158112.9,3083172.0,51283.0,86621.1,1359995.0,63692.0,617871.7,8890986.0,69494.0,89899.7,2098910.0,42832.0,1361620.4,19472633.0,69925.0,498483.2,10487194.0,47533.0,43743.5,763218.0,57315.0,584838.9,11693962.0,50012.0,189975.4,3958359.0,47993.0,219613.8,4211836.0,52142.0,735849.8,12799550.0,57490.0,59883.3,1058247.0,56587.0,232972.6,5149267.0,45244.0,47795.9,886104.0,53939.0,333614.7,6823430.0,48893.0,1533734.9,28940565.0,52996.0,155528.3,3197157.0,48646.0,34383.6,624096.0,55093.0,499727.1,8550529.0,58444.0,476821.1,7602731.0,62717.0,76440.9,1796494.0,42550.0,307394.4,5822288.0,52796.0,35212.9,579955.0,60717.0
2019-07-01,216690.0,4910975.0,44124.0,45450.0,733448.0,61968.0,335868.4,7310196.0,45945.0,135673.5,3022961.0,44881.0,2547609.0,39440607.0,64594.0,352683.1,5765979.0,61166.0,269448.6,3565941.0,75562.0,52624.2,978226.0,53796.0,57375.8,709015.0,80923.0,1142137.1,21529361.0,53050.0,520118.6,10640989.0,48879.0,78945.0,1414992.0,55792.0,82365.7,1794201.0,45907.0,750354.2,12660557.0,59267.0,330575.6,6735602.0,49079.0,160869.3,3160900.0,50894.0,155639.4,2913537.0,53419.0,196822.4,4473966.0,43993.0,222179.4,4657862.0,47700.0,67971.4,1346669.0,50474.0,381787.6,6056800.0,63035.0,506612.1,6896588.0,73458.0,492748.3,9985152.0,49348.0,331025.5,5643632.0,58655.0,116767.2,2977608.0,39215.0,301496.2,6143396.0,49076.0,53887.9,1071696.0,50283.0,105090.2,1933665.0,54348.0,159448.4,3097568.0,51475.0,86811.3,1361811.0,63747.0,620427.1,8892789.0,69767.0,91117.2,2101089.0,43367.0,1363740.6,19453075.0,70104.0,501559.9,10516638.0,47692.0,44831.6,764091.0,58673.0,587992.2,11699118.0,50260.0,191474.1,3964191.0,48301.0,221691.9,4220433.0,52528.0,736906.3,12800631.0,57568.0,59824.1,1058316.0,56528.0,235048.8,5166699.0,45493.0,48922.6,888036.0,55091.0,335440.7,6839050.0,49048.0,1549184.5,29040906.0,53345.0,157950.1,3209758.0,49209.0,34618.8,624124.0,55468.0,504460.7,8563151.0,58911.0,481018.1,7625982.0,63076.0,76397.6,1794410.0,42575.0,308412.9,5827061.0,52928.0,35485.6,580530.0,61126.0
2019-10-01,218325.6,4916419.0,44407.0,45628.5,733072.0,62243.0,340381.5,7345938.0,46336.0,136778.9,3026581.0,45193.0,2584683.7,39441890.0,65531.0,354677.2,5780371.0,61359.0,271500.8,3565302.0,76151.0,52954.9,981245.0,53967.0,57929.5,710462.0,81538.0,1154719.4,21600635.0,53458.0,524844.6,10665810.0,49208.0,79327.3,1413642.0,56116.0,83347.2,1804300.0,46194.0,755235.7,12646093.0,59721.0,333476.3,6744123.0,49447.0,161509.6,3163175.0,51059.0,157097.7,2914991.0,53893.0,198900.3,4476796.0,44429.0,224087.4,4656516.0,48123.0,68656.8,1348324.0,50920.0,385385.3,6059768.0,63597.0,509594.6,6899233.0,73862.0,496013.5,9984721.0,49677.0,333041.1,5650200.0,58943.0,117761.2,2975983.0,39571.0,303863.5,6148622.0,49420.0,54547.6,1074735.0,50755.0,106306.4,1935663.0,54920.0,161423.7,3110786.0,51892.0,87217.9,1363723.0,63956.0,623804.9,8894656.0,70133.0,91925.4,2103714.0,43697.0,1373548.3,19430593.0,70690.0,507391.3,10545919.0,48113.0,44955.1,764762.0,58783.0,592946.1,11703018.0,50666.0,192976.9,3970762.0,48599.0,225299.6,4228523.0,53281.0,742709.7,12802433.0,58013.0,60453.7,1058532.0,57111.0,237799.8,5184034.0,45872.0,49407.7,889759.0,55529.0,337890.8,6855807.0,49285.0,1566794.6,29145907.0,53757.0,160605.6,3222326.0,49842.0,34763.6,624193.0,55694.0,509092.0,8575252.0,59368.0,488002.7,7649029.0,63799.0,76070.0,1792515.0,42438.0,311673.7,5831389.0,53448.0,35714.1,581287.0,61440.0
2020-01-01,220503.8,4919385.0,44823.0,45416.0,732407.0,62009.0,345632.5,7378105.0,46846.0,137821.2,3028684.0,45505.0,2622319.5,39427174.0,66510.0,360275.8,5792330.0,62199.0,273225.2,3562853.0,76687.0,53915.5,983714.0,54808.0,58721.0,711598.0,82520.0,1170131.3,21659884.0,54023.0,529359.8,10685821.0,49539.0,79522.5,1411684.0,56332.0,85208.0,1813615.0,46982.0,761809.6,12625670.0,60338.0,337771.7,6749563.0,50043.0,162090.1,3163869.0,51232.0,157837.6,2915050.0,54146.0,200790.3,4477580.0,44843.0,225340.1,4652911.0,48430.0,69747.7,1349254.0,51694.0,390540.0,6059754.0,64448.0,517130.6,6898624.0,74961.0,498900.1,9979328.0,49993.0,337428.2,5654054.0,59679.0,118876.9,2972908.0,39987.0,306862.5,6150802.0,49890.0,54541.7,1077213.0,50632.0,107252.6,1936742.0,55378.0,164957.5,3122643.0,52826.0,88831.3,1364948.0,65080.0,633312.1,8892331.0,71220.0,93388.9,2105359.0,44358.0,1383664.6,19398857.0,71327.0,514526.8,10570086.0,48678.0,45649.5,765074.0,59667.0,600175.9,11701100.0,51292.0,192515.1,3975430.0,48426.0,228679.0,4234519.0,54004.0,748570.4,12797416.0,58494.0,61059.1,1058208.0,57700.0,240475.4,5198709.0,46257.0,50711.9,891075.0,56911.0,341206.4,6869301.0,49671.0,1569356.6,29239757.0,53672.0,162323.7,3233763.0,50197.0,35360.3,623958.0,56671.0,515769.5,8583347.0,60090.0,496669.4,7668664.0,64766.0,76647.4,1789633.0,42829.0,313599.6,5832860.0,53764.0,35653.5,581779.0,61284.0
2020-04-01,239992.0,4920954.0,48769.0,48729.7,731605.0,66607.0,386818.9,7407412.0,52221.0,151525.8,3029995.0,50009.0,2794362.3,39392248.0,70937.0,382610.2,5802805.0,65935.0,284947.4,3559122.0,80061.0,57035.2,985835.0,57855.0,63402.3,712460.0,88991.0,1245820.8,21710061.0,57384.0,578984.7,10702475.0,54098.0,88054.7,1408762.0,62505.0,92679.3,1822513.0,50852.0,816601.9,12600937.0,64805.0,362302.1,6753337.0,53648.0,177609.2,3163732.0,56139.0,170490.9,2914318.0,58501.0,226911.5,4477422.0,50679.0,251982.9,4648004.0,54213.0,78020.5,1349857.0,57799.0,416733.5,6057454.0,68797.0,563989.1,6895616.0,81790.0,571734.4,9971093.0,57339.0,369696.2,5656419.0,65359.0,134069.1,2968921.0,45158.0,334622.5,6151427.0,54398.0,61337.9,1079466.0,56822.0,115856.0,1937348.0,59801.0,175735.0,3133273.0,56087.0,94577.5,1365849.0,69244.0,666296.8,8886338.0,74980.0,102972.7,2106155.0,48891.0,1496266.9,19358910.0,77291.0,555556.5,10590996.0,52456.0,49507.5,765243.0,64695.0,658096.2,11696135.0,56266.0,210266.9,3979102.0,52843.0,247174.9,4239315.0,58305.0,826960.9,12788403.0,64665.0,67766.9,1057524.0,64081.0,263820.8,5211779.0,50620.0,54731.8,892182.0,61346.0,364236.5,6881164.0,52932.0,1669453.1,29322694.0,56934.0,176267.7,3244602.0,54326.0,39411.5,623554.0,63205.0,547011.8,8588604.0,63690.0,533734.5,7685747.0,69445.0,87240.8,1786411.0,48836.0,338139.5,5832853.0,57972.0,37505.0,582157.0,64424.0
2020-07-01,228757.7,4924127.0,46456.0,45631.7,730832.0,62438.0,375055.6,7439087.0,50417.0,141731.5,3032333.0,46740.0,2848748.9,39363261.0,72371.0,368037.4,5814775.0,63293.0,280433.5,3555590.0,78871.0,55273.7,988196.0,55934.0,62812.3,713198.0,88071.0,1220732.1,21761157.0,56097.0,562327.5,10720826.0,52452.0,81759.8,1405965.0,58152.0,88187.4,1831954.0,48138.0,799112.4,12578779.0,63529.0,350684.6,6758180.0,51890.0,166848.6,3164061.0,52732.0,160906.2,2914230.0,55214.0,209931.8,4478653.0,46874.0,239108.6,4644149.0,51486.0,71934.3,1350792.0,53253.0,409331.8,6055661.0,67595.0,540569.6,6891926.0,78435.0,534118.5,9965997.0,53594.0,347531.0,5659622.0,61405.0,124763.4,2966316.0,42060.0,314342.5,6154104.0,51079.0,56754.8,1082001.0,52454.0,109348.9,1938407.0,56412.0,167946.4,3144432.0,53411.0,90828.1,1366952.0,66446.0,656932.5,8880858.0,73972.0,98167.3,2107303.0,46584.0,1468978.1,19320970.0,76030.0,532470.8,10614498.0,50164.0,45942.8,765601.0,60009.0,629265.7,11694445.0,53809.0,195300.5,3983811.0,49024.0,239288.7,4245292.0,56366.0,802902.7,12782588.0,62812.0,65152.6,1057071.0,61635.0,249264.9,5226660.0,47691.0,51587.6,893369.0,57745.0,351072.3,6895106.0,50916.0,1625556.1,29406563.0,55279.0,167585.6,3255803.0,51473.0,36451.8,623333.0,58479.0,532270.0,8594104.0,61934.0,519835.7,7702749.0,67487.0,78905.5,1783796.0,44235.0,319489.8,5834484.0,54759.0,35228.0,582693.0,60457.0
2020-10-01,225741.7,4928670.0,45802.0,45943.8,730138.0,62925.0,366327.6,7473388.0,49018.0,141513.0,3035564.0,46618.0,2787817.3,39349300.0,70848.0,370645.1,5828171.0,63595.0,279843.3,3552301.0,78778.0,55205.0,990851.0,55715.0,61888.9,713905.0,86691.0,1203299.5,21814197.0,55161.0,547593.9,10741218.0,50981.0,80772.3,1403784.0,57539.0,90236.1,1841857.0,48992.0,791017.8,12559673.0,62981.0,352279.6,6763974.0,52082.0,170178.7,3164703.0,53774.0,164614.0,2914698.0,56477.0,210156.9,4480945.0,46900.0,228877.1,4641229.0,49314.0,73068.6,1351930.0,54048.0,401477.7,6054671.0,66309.0,541731.7,6887991.0,78649.0,518481.2,9963565.0,52038.0,348483.4,5663552.0,61531.0,122243.3,2964929.0,41230.0,316248.8,6158432.0,51352.0,58006.2,1084745.0,53475.0,113722.5,1939875.0,58624.0,165710.1,3156432.0,52499.0,92455.4,1368179.0,67576.0,653454.2,8876834.0,73613.0,95885.0,2109032.0,45464.0,1411288.3,19287180.0,73172.0,530523.2,10640407.0,49859.0,47257.5,766086.0,61687.0,621387.7,11695351.0,53131.0,196125.9,3989339.0,49162.0,240245.7,4252262.0,56498.0,776466.7,12779376.0,60759.0,63221.0,1056826.0,59822.0,248733.3,5243144.0,47440.0,54651.5,894597.0,61091.0,349670.0,6910829.0,50597.0,1610174.7,29495549.0,54590.0,172448.3,3267452.0,52778.0,36353.3,623198.0,58333.0,533973.5,8600325.0,62088.0,515524.8,7720285.0,66775.0,78422.4,1781568.0,44019.0,325779.0,5837390.0,55809.0,35692.5,583332.0,61187.0
2021-01-01,260165.8,4930141.0,52770.0,50908.5,729197.0,69814.0,412559.1,7503701.0,54981.0,162843.0,3036787.0,53623.0,3069232.0,39320927.0,78056.0,409603.8,5838464.0,70156.0,302079.5,3548297.0,85134.0,61491.8,992986.0,61926.0,66028.6,714667.0,92391.0,1364007.6,21863957.0,62386.0,625758.6,10757490.0,58170.0,90455.0,1401274.0,64552.0,102647.3,1850797.0,55461.0,883844.9,12534991.0,70510.0,401545.0,6767021.0,59339.0,190195.4,3164178.0,60109.0,180596.3,2913752.0,61981.0,241105.5,4480430.0,53813.0,262916.4,4636038.0,56711.0,82198.8,1352370.0,60781.0,446579.0,6052133.0,73789.0,587747.0,6884020.0,85378.0,590799.7,9955104.0,59346.0,387039.0,5665311.0,68317.0,143908.0,2961129.0,48599.0,358461.9,6158796.0,58203.0,65459.3,1086888.0,60226.0,125501.3,1940334.0,64680.0,189134.2,3167315.0,59714.0,100593.4,1368893.0,73485.0,713107.7,8870833.0,80388.0,110656.4,2109925.0,52446.0,1575202.6,19247975.0,81837.0,607087.6,10661149.0,56944.0,52063.7,766155.0,67955.0,705959.6,11689678.0,60392.0,222095.7,3992739.0,55625.0,268161.4,4256922.0,62994.0,865135.6,12769811.0,67749.0,70438.2,1056105.0,66696.0,285109.7,5256371.0,54241.0,59543.3,895568.0,66487.0,400750.5,6922373.0,57892.0,1817084.3,29578917.0,61432.0,192667.3,3277945.0,58777.0,40657.0,622747.0,65287.0,586034.8,8604790.0,68106.0,569821.4,7736762.0,73651.0,91251.7,1778133.0,51319.0,361225.9,5837002.0,61886.0,39582.5,583653.0,67819.0
2021-04-01,237569.3,4932200.0,48167.0,48328.8,728469.0,66343.0,385100.4,7534248.0,51113.0,150557.8,3038401.0,49552.0,2947026.1,39289961.0,75007.0,393676.2,5849598.0,67300.0,291690.4,3544930.0,82284.0,57792.7,995225.0,58070.0,64515.5,715603.0,90155.0,1292009.3,21916767.0,58951.0,585078.4,10775320.0,54298.0,85362.6,1398512.0,61038.0,94917.6,1860060.0,51029.0,836600.9,12511672.0,66866.0,372444.1,6771473.0,55002.0,180113.0,3164353.0,56919.0,171373.5,2913307.0,58824.0,221240.9,4480714.0,49376.0,246198.1,4631606.0,53156.0,76557.6,1353109.0,56579.0,417297.3,6050432.0,68970.0,569068.7,6881699.0,82693.0,551964.2,9947871.0,55486.0,370357.5,5668240.0,65339.0,130056.4,2957449.0,43976.0,333748.5,6160030.0,54180.0,61721.7,1089268.0,56663.0,121057.7,1941133.0,62364.0,178824.1,3178410.0,56262.0,98883.1,1369930.0,72181.0,681614.8,8865730.0,76882.0,101549.4,2110930.0,48106.0,1495985.7,19210236.0,77874.0,563818.1,10683292.0,52776.0,50886.8,766400.0,66397.0,651043.6,11685870.0,55712.0,206983.0,3996822.0,51787.0,251174.2,4262164.0,58931.0,817475.5,12762077.0,64055.0,67072.9,1055525.0,63545.0,263062.0,5270105.0,49916.0,57468.2,896770.0,64084.0,371623.9,6935011.0,53587.0,1719430.0,29665740.0,57960.0,179802.2,3289256.0,54663.0,37726.2,622405.0,60614.0,552640.9,8610911.0,64179.0,550063.0,7754761.0,70932.0,82926.3,1775108.0,46716.0,336924.1,5837570.0,57716.0,37322.6,584090.0,63899.0
2021-07-01,239070.3,4936526.0,48429.0,48619.0,727870.0,66796.0,388859.8,7568199.0,51381.0,151651.5,3041450.0,49862.0,2968373.7,39270204.0,75588.0,399309.5,5863017.0,68106.0,293153.3,3542240.0,82759.0,58574.8,997840.0,58702.0,64981.3,716510.0,90691.0,1299644.7,21973418.0,59146.0,586173.4,10796290.0,54294.0,85926.4,1396062.0,61549.0,95757.9,1870123.0,51204.0,845191.7,12492593.0,67655.0,376521.7,6777901.0,55551.0,179749.4,3165418.0,56785.0,172046.0,2913897.0,59043.0,224844.4,4482989.0,50155.0,248689.1,4628844.0,53726.0,76724.8,1354360.0,56650.0,421149.9,6050050.0,69611.0,571732.8,6879618.0,83105.0,549461.0,9945104.0,55249.0,371814.2,5672766.0,65544.0,129825.7,2955544.0,43926.0,333376.4,6164142.0,54083.0,61973.3,1092077.0,56748.0,121282.6,1942645.0,62432.0,179436.4,3190463.0,56242.0,98034.8,1371355.0,71488.0,688956.7,8862327.0,77740.0,102375.9,2112571.0,48460.0,1500641.7,19177076.0,78252.0,571105.1,10709469.0,53327.0,50306.2,766936.0,65594.0,652615.0,11686901.0,55842.0,207572.6,4002480.0,51861.0,253901.8,4269161.0,59473.0,823147.5,12759245.0,64514.0,67545.1,1055318.0,64005.0,264046.9,5286369.0,49949.0,57381.1,898170.0,63887.0,375014.1,6950667.0,53954.0,1736253.0,29757438.0,58347.0,182332.1,3301368.0,55229.0,37538.1,622329.0,60319.0,557342.3,8618425.0,64669.0,552830.0,7773709.0,71115.0,83308.6,1772924.0,46989.0,339216.9,5840560.0,58080.0,37443.3,584763.0,64032.0
