date,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
2021-07-01,2021,Jul,63.0,60.3,3059425.0,2928832.0,130593.0,4.3,Missouri
2021-08-01,2021,Aug,63.0,60.4,3060882.0,2934059.0,126823.0,4.1,Missouri
2021-09-01,2021,Sep,63.0,60.5,3062759.0,2939226.0,123533.0,4.0,Missouri
2021-10-01,2021,Oct,63.1,60.6,3066928.0,2945351.0,121577.0,4.0,Missouri
2021-11-01,2021,Nov,63.0,60.5,3066846.0,2946335.0,120511.0,3.9,Missouri
2021-12-01,2021,Dec,63.0,60.5,3066275.0,2946150.0,120125.0,3.9,Missouri
2022-01-01,2022,Jan,63.1,60.7,3075707.0,2957655.0,118052.0,3.8,Missouri
2012-01-01,2012,Jan,64.5,58.6,1988854.0,1808723.0,180131.0,9.1,Oregon
2012-02-01,2012,Feb,64.3,58.5,1984596.0,1806253.0,178343.0,9.0,Oregon
2012-03-01,2012,Mar,64.1,58.4,1980071.0,1802745.0,177326.0,9.0,Oregon
2012-04-01,2012,Apr,63.9,58.2,1975219.0,1798555.0,176664.0,8.9,Oregon
2012-05-01,2012,May,63.7,58.0,1970481.0,1794592.0,175889.0,8.9,Oregon
2012-06-01,2012,Jun,63.5,57.9,1966171.0,1791433.0,174738.0,8.9,Oregon
2012-07-01,2012,Jul,63.3,57.7,1962128.0,1789026.0,173102.0,8.8,Oregon
2012-08-01,2012,Aug,63.1,57.6,1958250.0,1786947.0,171303.0,8.7,Oregon
2012-09-01,2012,Sep,63.0,57.5,1954589.0,1784773.0,169816.0,8.7,Oregon
2012-10-01,2012,Oct,62.8,57.4,1950570.0,1782030.0,168540.0,8.6,Oregon
2012-11-01,2012,Nov,62.6,57.2,1945807.0,1778641.0,167166.0,8.6,Oregon
2012-12-01,2012,Dec,62.4,57.0,1940426.0,1775016.0,165410.0,8.5,Oregon
2013-01-01,2013,Jan,62.1,56.9,1934879.0,1771649.0,163230.0,8.4,Oregon
2013-02-01,2013,Feb,62.0,56.8,1929899.0,1769268.0,160631.0,8.3,Oregon
2013-03-01,2013,Mar,61.8,56.7,1926144.0,1768464.0,157680.0,8.2,Oregon
2013-04-01,2013,Apr,61.7,56.7,1924158.0,1769494.0,154664.0,8.0,Oregon
2013-05-01,2013,May,61.6,56.8,1923376.0,1771464.0,151912.0,7.9,Oregon
2013-06-01,2013,Jun,61.6,56.8,1923051.0,1773458.0,149593.0,7.8,Oregon
2013-07-01,2013,Jul,61.5,56.8,1922652.0,1775086.0,147566.0,7.7,Oregon
2013-08-01,2013,Aug,61.4,56.8,1921985.0,1776755.0,145230.0,7.6,Oregon
2013-09-01,2013,Sep,61.3,56.8,1921524.0,1778975.0,142549.0,7.4,Oregon
2013-10-01,2013,Oct,61.3,56.8,1922159.0,1781810.0,140349.0,7.3,Oregon
2013-11-01,2013,Nov,61.3,56.9,1924468.0,1785385.0,139083.0,7.2,Oregon
2013-12-01,2013,Dec,61.4,56.9,1928211.0,1789567.0,138644.0,7.2,Oregon
2014-01-01,2014,Jan,61.4,57.0,1932624.0,1794235.0,138389.0,7.2,Oregon
2014-02-01,2014,Feb,61.5,57.1,1936905.0,1799250.0,137655.0,7.1,Oregon
2014-03-01,2014,Mar,61.6,57.3,1940643.0,1804298.0,136345.0,7.0,Oregon
2014-04-01,2014,Apr,61.6,57.3,1943538.0,1808969.0,134569.0,6.9,Oregon
2014-05-01,2014,May,61.6,57.4,1945984.0,1813583.0,132401.0,6.8,Oregon
2014-06-01,2014,Jun,61.7,57.5,1948765.0,1818552.0,130213.0,6.7,Oregon
2014-07-01,2014,Jul,61.7,57.6,1951938.0,1823499.0,128439.0,6.6,Oregon
2014-08-01,2014,Aug,61.7,57.7,1955313.0,1828180.0,127133.0,6.5,Oregon
2014-09-01,2014,Sep,61.7,57.7,1958331.0,1832536.0,125795.0,6.4,Oregon
2014-10-01,2014,Oct,61.7,57.8,1960334.0,1836625.0,123709.0,6.3,Oregon
2014-11-01,2014,Nov,61.6,57.8,1960742.0,1840037.0,120705.0,6.2,Oregon
2014-12-01,2014,Dec,61.5,57.8,1960168.0,1842745.0,117423.0,6.0,Oregon
2015-01-01,2015,Jan,61.4,57.8,1959718.0,1845083.0,114635.0,5.8,Oregon
2015-02-01,2015,Feb,61.4,57.8,1960323.0,1847488.0,112835.0,5.8,Oregon
2015-03-01,2015,Mar,61.4,57.9,1962380.0,1850584.0,111796.0,5.7,Oregon
2015-04-01,2015,Apr,61.4,57.9,1965819.0,1854638.0,111181.0,5.7,Oregon
2015-05-01,2015,May,61.5,58.0,1970139.0,1859558.0,110581.0,5.6,Oregon
2015-06-01,2015,Jun,61.5,58.1,1974615.0,1865067.0,109548.0,5.5,Oregon
2015-07-01,2015,Jul,61.6,58.2,1979176.0,1871082.0,108094.0,5.5,Oregon
2015-08-01,2015,Aug,61.6,58.3,1983912.0,1877482.0,106430.0,5.4,Oregon
2015-09-01,2015,Sep,61.6,58.4,1989069.0,1884395.0,104674.0,5.3,Oregon
2015-10-01,2015,Oct,61.7,58.5,1995491.0,1892430.0,103061.0,5.2,Oregon
2015-11-01,2015,Nov,61.9,58.7,2003622.0,1901807.0,101815.0,5.1,Oregon
2015-12-01,2015,Dec,62.0,58.9,2012522.0,1911765.0,100757.0,5.0,Oregon
2016-01-01,2016,Jan,62.2,59.1,2020991.0,1921114.0,99877.0,4.9,Oregon
2016-02-01,2016,Feb,62.3,59.3,2028181.0,1928738.0,99443.0,4.9,Oregon
2016-03-01,2016,Mar,62.4,59.3,2033640.0,1934161.0,99479.0,4.9,Oregon
2016-04-01,2016,Apr,62.4,59.3,2037655.0,1937802.0,99853.0,4.9,Oregon
2016-05-01,2016,May,62.4,59.3,2040822.0,1940533.0,100289.0,4.9,Oregon
2016-06-01,2016,Jun,62.4,59.3,2043662.0,1943278.0,100384.0,4.9,Oregon
2016-07-01,2016,Jul,62.3,59.3,2046599.0,1946984.0,99615.0,4.9,Oregon
2016-08-01,2016,Aug,62.3,59.3,2049413.0,1951419.0,97994.0,4.8,Oregon
2016-09-01,2016,Sep,62.3,59.4,2051528.0,1955705.0,95823.0,4.7,Oregon
2016-10-01,2016,Oct,62.2,59.4,2052451.0,1959271.0,93180.0,4.5,Oregon
2016-11-01,2016,Nov,62.2,59.4,2052819.0,1962568.0,90251.0,4.4,Oregon
2016-12-01,2016,Dec,62.1,59.5,2053931.0,1966524.0,87407.0,4.3,Oregon
2017-01-01,2017,Jan,62.1,59.5,2051997.0,1967522.0,84475.0,4.1,Oregon
2017-02-01,2017,Feb,62.1,59.7,2056892.0,1974410.0,82482.0,4.0,Oregon
2017-03-01,2017,Mar,62.3,59.8,2063722.0,1982317.0,81405.0,3.9,Oregon
2017-04-01,2017,Apr,62.4,60.0,2071449.0,1990080.0,81369.0,3.9,Oregon
2017-05-01,2017,May,62.6,60.1,2078660.0,1996510.0,82150.0,4.0,Oregon
2017-06-01,2017,Jun,62.6,60.1,2083955.0,2000509.0,83446.0,4.0,Oregon
2017-07-01,2017,Jul,62.6,60.1,2086668.0,2001713.0,84955.0,4.1,Oregon
2017-08-01,2017,Aug,62.6,60.0,2087018.0,2000873.0,86145.0,4.1,Oregon
2017-09-01,2017,Sep,62.5,59.9,2086104.0,1999344.0,86760.0,4.2,Oregon
2017-10-01,2017,Oct,62.4,59.8,2084732.0,1997970.0,86762.0,4.2,Oregon
2017-11-01,2017,Nov,62.3,59.7,2083101.0,1996852.0,86249.0,4.1,Oregon
2017-12-01,2017,Dec,62.2,59.6,2081495.0,1996148.0,85347.0,4.1,Oregon
2018-01-01,2018,Jan,62.1,59.6,2080424.0,1996142.0,84282.0,4.1,Oregon
2018-02-01,2018,Feb,62.0,59.6,2080153.0,1996923.0,83230.0,4.0,Oregon
2018-03-01,2018,Mar,62.0,59.5,2080226.0,1998044.0,82182.0,4.0,Oregon
2018-04-01,2018,Apr,61.9,59.5,2079857.0,1998755.0,81102.0,3.9,Oregon
2018-05-01,2018,May,61.8,59.5,2078801.0,1998452.0,80349.0,3.9,Oregon
2018-06-01,2018,Jun,61.8,59.4,2077632.0,1997378.0,80254.0,3.9,Oregon
2018-07-01,2018,Jul,61.7,59.3,2076599.0,1995609.0,80990.0,3.9,Oregon
2018-08-01,2018,Aug,61.6,59.1,2076632.0,1994018.0,82614.0,4.0,Oregon
2018-09-01,2018,Sep,61.6,59.1,2078402.0,1993590.0,84812.0,4.1,Oregon
2018-10-01,2018,Oct,61.6,59.1,2081707.0,1994809.0,86898.0,4.2,Oregon
2018-11-01,2018,Nov,61.7,59.1,2085991.0,1997731.0,88260.0,4.2,Oregon
2018-12-01,2018,Dec,61.8,59.2,2090281.0,2001899.0,88382.0,4.2,Oregon
2019-01-01,2019,Jan,61.8,59.2,2093302.0,2006191.0,87111.0,4.2,Oregon
2019-02-01,2019,Feb,61.8,59.3,2094550.0,2009795.0,84755.0,4.0,Oregon
2019-03-01,2019,Mar,61.8,59.3,2094679.0,2012489.0,82190.0,3.9,Oregon
2019-04-01,2019,Apr,61.7,59.4,2094569.0,2014442.0,80127.0,3.8,Oregon
2019-05-01,2019,May,61.7,59.3,2094553.0,2015725.0,78828.0,3.8,Oregon
2019-06-01,2019,Jun,61.6,59.3,2094855.0,2016713.0,78142.0,3.7,Oregon
2019-07-01,2019,Jul,61.6,59.3,2095416.0,2017786.0,77630.0,3.7,Oregon
2019-08-01,2019,Aug,61.5,59.3,2095630.0,2018865.0,76765.0,3.7,Oregon
2019-09-01,2019,Sep,61.4,59.2,2095313.0,2020176.0,75137.0,3.6,Oregon
2019-10-01,2019,Oct,61.4,59.2,2095119.0,2021865.0,73254.0,3.5,Oregon
2019-11-01,2019,Nov,61.3,59.2,2094978.0,2023277.0,71701.0,3.4,Oregon
2019-12-01,2019,Dec,61.2,59.2,2093793.0,2022866.0,70927.0,3.4,Oregon
2020-01-01,2020,Jan,61.1,59.0,2091160.0,2020092.0,71068.0,3.4,Oregon
2020-02-01,2020,Feb,61.0,58.9,2086983.0,2015218.0,71765.0,3.4,Oregon
2020-03-01,2020,Mar,60.8,58.7,2082016.0,2009882.0,72134.0,3.5,Oregon
2020-04-01,2020,Apr,59.2,51.3,2028482.0,1759680.0,268802.0,13.3,Oregon
2020-05-01,2020,May,61.5,54.0,2108250.0,1850939.0,257311.0,12.2,Oregon
2020-06-01,2020,Jun,61.4,55.0,2105645.0,1885544.0,220101.0,10.5,Oregon
2020-07-01,2020,Jul,61.7,55.9,2119317.0,1918495.0,200822.0,9.5,Oregon
2020-08-01,2020,Aug,61.6,56.6,2116178.0,1945267.0,170911.0,8.1,Oregon
2020-09-01,2020,Sep,61.9,57.2,2126399.0,1965990.0,160409.0,7.5,Oregon
2020-10-01,2020,Oct,61.8,57.5,2123899.0,1978535.0,145364.0,6.8,Oregon
2020-11-01,2020,Nov,61.8,57.7,2126407.0,1986027.0,140380.0,6.6,Oregon
2020-12-01,2020,Dec,62.0,57.9,2132173.0,1991479.0,140694.0,6.6,Oregon
2021-01-01,2021,Jan,62.0,58.0,2132790.0,1997279.0,135511.0,6.4,Oregon
2021-02-01,2021,Feb,62.1,58.2,2137702.0,2004641.0,133061.0,6.2,Oregon
2021-03-01,2021,Mar,62.2,58.5,2143183.0,2013317.0,129866.0,6.1,Oregon
2021-04-01,2021,Apr,62.4,58.7,2148432.0,2021599.0,126833.0,5.9,Oregon
2021-05-01,2021,May,62.3,58.9,2147616.0,2028171.0,119445.0,5.6,Oregon
2021-06-01,2021,Jun,62.3,59.0,2149652.0,2032584.0,117068.0,5.4,Oregon
2021-07-01,2021,Jul,62.2,59.0,2146514.0,2037215.0,109299.0,5.1,Oregon
2021-08-01,2021,Aug,62.2,59.2,2147670.0,2043151.0,104519.0,4.9,Oregon
2021-09-01,2021,Sep,62.2,59.4,2148586.0,2051284.0,97302.0,4.5,Oregon
2021-10-01,2021,Oct,62.3,59.6,2153888.0,2059323.0,94565.0,4.4,Oregon
2021-11-01,2021,Nov,62.3,59.6,2153754.0,2062462.0,91292.0,4.2,Oregon
2021-12-01,2021,Dec,62.2,59.6,2153595.0,2062891.0,90704.0,4.2,Oregon
2022-01-01,2022,Jan,62.6,59.9,2168038.0,2075024.0,93014.0,4.3,Oregon
2012-01-01,2012,Jan,60.2,54.4,2186464.0,1977447.0,209017.0,9.6,South Carolina
2012-02-01,2012,Feb,60.1,54.4,2185903.0,1978893.0,207010.0,9.5,South Carolina
2012-03-01,2012,Mar,60.0,54.4,2186140.0,1980232.0,205908.0,9.4,South Carolina
2012-04-01,2012,Apr,60.0,54.4,2186592.0,1981691.0,204901.0,9.4,South Carolina
2012-05-01,2012,May,59.9,54.4,2187077.0,1983929.0,203148.0,9.3,South Carolina
2012-06-01,2012,Jun,59.9,54.4,2187672.0,1987341.0,200331.0,9.2,South Carolina
2012-07-01,2012,Jul,59.9,54.5,2188604.0,1991994.0,196610.0,9.0,South Carolina
2012-08-01,2012,Aug,59.8,54.6,2190380.0,1997580.0,192800.0,8.8,South Carolina
2012-09-01,2012,Sep,59.8,54.7,2193195.0,2003396.0,189799.0,8.7,South Carolina
2012-10-01,2012,Oct,59.9,54.7,2196167.0,2008369.0,187798.0,8.6,South Carolina
2012-11-01,2012,Nov,59.8,54.8,2198590.0,2011982.0,186608.0,8.5,South Carolina
2012-12-01,2012,Dec,59.8,54.8,2199962.0,2014398.0,185564.0,8.4,South Carolina
2013-01-01,2013,Jan,59.8,54.8,2200061.0,2016002.0,184059.0,8.4,South Carolina
2013-02-01,2013,Feb,59.7,54.7,2199344.0,2017705.0,181639.0,8.3,South Carolina
2013-03-01,2013,Mar,59.6,54.8,2198641.0,2020519.0,178122.0,8.1,South Carolina
2013-04-01,2013,Apr,59.5,54.8,2198847.0,2024897.0,173950.0,7.9,South Carolina
2013-05-01,2013,May,59.5,54.9,2199734.0,2029943.0,169791.0,7.7,South Carolina
2013-06-01,2013,Jun,59.5,55.0,2200680.0,2034640.0,166040.0,7.5,South Carolina
2013-07-01,2013,Jul,59.4,55.0,2201018.0,2038451.0,162567.0,7.4,South Carolina
2013-08-01,2013,Aug,59.3,55.0,2200075.0,2041415.0,158660.0,7.2,South Carolina
2013-09-01,2013,Sep,59.2,55.0,2197737.0,2043945.0,153792.0,7.0,South Carolina
2013-10-01,2013,Oct,59.0,55.0,2195205.0,2046797.0,148408.0,6.8,South Carolina
2013-11-01,2013,Nov,58.9,55.1,2193757.0,2050570.0,143187.0,6.5,South Carolina
2013-12-01,2013,Dec,58.8,55.1,2193803.0,2055149.0,138654.0,6.3,South Carolina
2014-01-01,2014,Jan,58.8,55.2,2195170.0,2060182.0,134988.0,6.1,South Carolina
2014-02-01,2014,Feb,58.8,55.3,2197611.0,2065174.0,132437.0,6.0,South Carolina
2014-03-01,2014,Mar,58.8,55.3,2201104.0,2069541.0,131563.0,6.0,South Carolina
2014-04-01,2014,Apr,58.9,55.3,2205386.0,2072892.0,132494.0,6.0,South Carolina
2014-05-01,2014,May,58.9,55.3,2210478.0,2075727.0,134751.0,6.1,South Carolina
2014-06-01,2014,Jun,59.0,55.4,2216695.0,2078892.0,137803.0,6.2,South Carolina
2014-07-01,2014,Jul,59.1,55.4,2223807.0,2082702.0,141105.0,6.3,South Carolina
2014-08-01,2014,Aug,59.3,55.4,2231509.0,2087391.0,144118.0,6.5,South Carolina
2014-09-01,2014,Sep,59.4,55.5,2239247.0,2092822.0,146425.0,6.5,South Carolina
2014-10-01,2014,Oct,59.5,55.6,2245849.0,2098372.0,147477.0,6.6,South Carolina
2014-11-01,2014,Nov,59.5,55.6,2250477.0,2103434.0,147043.0,6.5,South Carolina
2014-12-01,2014,Dec,59.5,55.7,2253950.0,2108022.0,145928.0,6.5,South Carolina
2015-01-01,2015,Jan,59.5,55.7,2257193.0,2112314.0,144879.0,6.4,South Carolina
2015-02-01,2015,Feb,59.5,55.7,2260446.0,2116354.0,144092.0,6.4,South Carolina
2015-03-01,2015,Mar,59.5,55.8,2263671.0,2120647.0,143024.0,6.3,South Carolina
2015-04-01,2015,Apr,59.5,55.8,2266502.0,2125329.0,141173.0,6.2,South Carolina
2015-05-01,2015,May,59.5,55.8,2268384.0,2129882.0,138502.0,6.1,South Carolina
2015-06-01,2015,Jun,59.4,55.9,2268969.0,2133764.0,135205.0,6.0,South Carolina
2015-07-01,2015,Jul,59.3,55.9,2268743.0,2136969.0,131774.0,5.8,South Carolina
2015-08-01,2015,Aug,59.2,55.9,2268472.0,2139758.0,128714.0,5.7,South Carolina
2015-09-01,2015,Sep,59.2,55.9,2268967.0,2142840.0,126127.0,5.6,South Carolina
2015-10-01,2015,Oct,59.1,55.9,2271292.0,2147013.0,124279.0,5.5,South Carolina
2015-11-01,2015,Nov,59.2,55.9,2275676.0,2152291.0,123385.0,5.4,South Carolina
2015-12-01,2015,Dec,59.2,56.0,2280829.0,2157985.0,122844.0,5.4,South Carolina
2016-01-01,2016,Jan,59.2,56.1,2285355.0,2163254.0,122101.0,5.3,South Carolina
2016-02-01,2016,Feb,59.2,56.1,2288411.0,2167393.0,121018.0,5.3,South Carolina
2016-03-01,2016,Mar,59.2,56.1,2289534.0,2170026.0,119508.0,5.2,South Carolina
2016-04-01,2016,Apr,59.1,56.0,2289095.0,2171385.0,117710.0,5.1,South Carolina
2016-05-01,2016,May,59.0,56.0,2287908.0,2172197.0,115711.0,5.1,South Carolina
2016-06-01,2016,Jun,58.8,55.9,2286438.0,2172971.0,113467.0,5.0,South Carolina
2016-07-01,2016,Jul,58.7,55.9,2285086.0,2174111.0,110975.0,4.9,South Carolina
2016-08-01,2016,Aug,58.6,55.8,2284243.0,2175693.0,108550.0,4.8,South Carolina
2016-09-01,2016,Sep,58.5,55.8,2284053.0,2177396.0,106657.0,4.7,South Carolina
2016-10-01,2016,Oct,58.5,55.8,2284227.0,2179118.0,105109.0,4.6,South Carolina
2016-11-01,2016,Nov,58.4,55.8,2284792.0,2181286.0,103506.0,4.5,South Carolina
2016-12-01,2016,Dec,58.3,55.8,2285947.0,2184139.0,101808.0,4.5,South Carolina
2017-01-01,2017,Jan,58.2,55.6,2253968.0,2155359.0,98609.0,4.4,South Carolina
2017-02-01,2017,Feb,58.2,55.7,2255750.0,2158908.0,96842.0,4.3,South Carolina
2017-03-01,2017,Mar,58.2,55.7,2257873.0,2162564.0,95309.0,4.2,South Carolina
2017-04-01,2017,Apr,58.2,55.7,2260249.0,2166033.0,94216.0,4.2,South Carolina
2017-05-01,2017,May,58.1,55.7,2262759.0,2169130.0,93629.0,4.1,South Carolina
2017-06-01,2017,Jun,58.1,55.7,2265091.0,2171395.0,93696.0,4.1,South Carolina
2017-07-01,2017,Jul,58.1,55.7,2266673.0,2172303.0,94370.0,4.2,South Carolina
2017-08-01,2017,Aug,58.1,55.6,2266940.0,2171730.0,95210.0,4.2,South Carolina
2017-09-01,2017,Sep,58.0,55.5,2265919.0,2170172.0,95747.0,4.2,South Carolina
2017-10-01,2017,Oct,57.9,55.4,2264088.0,2168436.0,95652.0,4.2,South Carolina
2017-11-01,2017,Nov,57.7,55.3,2261774.0,2167270.0,94504.0,4.2,South Carolina
2017-12-01,2017,Dec,57.6,55.3,2259641.0,2167809.0,91832.0,4.1,South Carolina
2018-01-01,2018,Jan,57.5,55.3,2258710.0,2170870.0,87840.0,3.9,South Carolina
2018-02-01,2018,Feb,57.5,55.4,2259903.0,2176667.0,83236.0,3.7,South Carolina
2018-03-01,2018,Mar,57.5,55.5,2263172.0,2184301.0,78871.0,3.5,South Carolina
2018-04-01,2018,Apr,57.6,55.7,2267395.0,2191811.0,75584.0,3.3,South Carolina
2018-05-01,2018,May,57.6,55.8,2271621.0,2197624.0,73997.0,3.3,South Carolina
2018-06-01,2018,Jun,57.7,55.8,2275744.0,2201713.0,74031.0,3.3,South Carolina
2018-07-01,2018,Jul,57.7,55.8,2279814.0,2204853.0,74961.0,3.3,South Carolina
2018-08-01,2018,Aug,57.8,55.8,2284172.0,2208194.0,75978.0,3.3,South Carolina
2018-09-01,2018,Sep,57.8,55.9,2288764.0,2212365.0,76399.0,3.3,South Carolina
2018-10-01,2018,Oct,57.9,55.9,2293685.0,2217627.0,76058.0,3.3,South Carolina
2018-11-01,2018,Nov,57.9,56.0,2299253.0,2223867.0,75386.0,3.3,South Carolina
2018-12-01,2018,Dec,58.0,56.1,2305641.0,2230706.0,74935.0,3.3,South Carolina
2019-01-01,2019,Jan,58.1,56.2,2312177.0,2237422.0,74755.0,3.2,South Carolina
2019-02-01,2019,Feb,58.2,56.3,2317929.0,2243502.0,74427.0,3.2,South Carolina
2019-03-01,2019,Mar,58.3,56.4,2322331.0,2248777.0,73554.0,3.2,South Carolina
2019-04-01,2019,Apr,58.3,56.5,2325150.0,2253580.0,71570.0,3.1,South Carolina
2019-05-01,2019,May,58.2,56.5,2326050.0,2257737.0,68313.0,2.9,South Carolina
2019-06-01,2019,Jun,58.1,56.5,2325118.0,2260740.0,64378.0,2.8,South Carolina
2019-07-01,2019,Jul,58.0,56.5,2322974.0,2262293.0,60681.0,2.6,South Carolina
2019-08-01,2019,Aug,57.9,56.4,2320621.0,2262647.0,57974.0,2.5,South Carolina
2019-09-01,2019,Sep,57.8,56.4,2319582.0,2262962.0,56620.0,2.4,South Carolina
2019-10-01,2019,Oct,57.7,56.3,2320285.0,2263409.0,56876.0,2.5,South Carolina
2019-11-01,2019,Nov,57.7,56.2,2321943.0,2263505.0,58438.0,2.5,South Carolina
2019-12-01,2019,Dec,57.6,56.1,2322544.0,2261611.0,60933.0,2.6,South Carolina
2020-01-01,2020,Jan,57.5,55.9,2320747.0,2256818.0,63929.0,2.8,South Carolina
2020-02-01,2020,Feb,57.4,55.7,2316473.0,2249353.0,67120.0,2.9,South Carolina
2020-03-01,2020,Mar,57.2,55.4,2311188.0,2241107.0,70081.0,3.0,South Carolina
2020-04-01,2020,Apr,57.1,50.5,2310569.0,2042032.0,268537.0,11.6,South Carolina
2020-05-01,2020,May,57.3,52.1,2322657.0,2110422.0,212235.0,9.1,South Carolina
2020-06-01,2020,Jun,57.2,52.7,2318617.0,2137279.0,181338.0,7.8,South Carolina
2020-07-01,2020,Jul,57.4,53.3,2331860.0,2165093.0,166767.0,7.2,South Carolina
2020-08-01,2020,Aug,57.5,53.9,2336650.0,2189153.0,147497.0,6.3,South Carolina
2020-09-01,2020,Sep,57.7,54.3,2346034.0,2208782.0,137252.0,5.9,South Carolina
2020-10-01,2020,Oct,57.6,54.5,2347401.0,2221881.0,125520.0,5.3,South Carolina
2020-11-01,2020,Nov,57.6,54.7,2349304.0,2230215.0,119089.0,5.1,South Carolina
2020-12-01,2020,Dec,57.6,54.7,2350683.0,2235662.0,115021.0,4.9,South Carolina
2021-01-01,2021,Jan,57.5,54.8,2349601.0,2240667.0,108934.0,4.6,South Carolina
2021-02-01,2021,Feb,57.4,54.9,2350945.0,2246531.0,104414.0,4.4,South Carolina
2021-03-01,2021,Mar,57.5,55.0,2355006.0,2253648.0,101358.0,4.3,South Carolina
2021-04-01,2021,Apr,57.5,55.1,2360039.0,2260720.0,99319.0,4.2,South Carolina
2021-05-01,2021,May,57.6,55.2,2364470.0,2266546.0,97924.0,4.1,South Carolina
2021-06-01,2021,Jun,57.6,55.2,2367554.0,2270209.0,97345.0,4.1,South Carolina
2021-07-01,2021,Jul,57.5,55.2,2368671.0,2273275.0,95396.0,4.0,South Carolina
2021-08-01,2021,Aug,57.4,55.2,2369185.0,2276348.0,92837.0,3.9,South Carolina
2021-09-01,2021,Sep,57.4,55.2,2369616.0,2280234.0,89382.0,3.8,South Carolina
2021-10-01,2021,Oct,57.3,55.2,2370730.0,2284207.0,86523.0,3.6,South Carolina
2021-11-01,2021,Nov,57.2,55.2,2371116.0,2285949.0,85167.0,3.6,South Carolina
2021-12-01,2021,Dec,57.1,55.1,2371298.0,2286561.0,84737.0,3.6,South Carolina
2022-01-01,2022,Jan,57.1,55.2,2374682.0,2292415.0,82267.0,3.5,South Carolina
2012-01-01,2012,Jan,62.0,56.9,3097157.0,2843050.0,254107.0,8.2,Tennessee
2012-02-01,2012,Feb,61.8,56.8,3094096.0,2843731.0,250365.0,8.1,Tennessee
2012-03-01,2012,Mar,61.8,56.8,3092834.0,2843922.0,248912.0,8.0,Tennessee
2012-04-01,2012,Apr,61.7,56.8,3092229.0,2843514.0,248715.0,8.0,Tennessee
2012-05-01,2012,May,61.7,56.7,3092082.0,2843398.0,248684.0,8.0,Tennessee
2012-06-01,2012,Jun,61.6,56.7,3092371.0,2844370.0,248001.0,8.0,Tennessee
2012-07-01,2012,Jul,61.6,56.7,3093294.0,2847096.0,246198.0,8.0,Tennessee
2012-08-01,2012,Aug,61.6,56.7,3095301.0,2851322.0,243979.0,7.9,Tennessee
2012-09-01,2012,Sep,61.6,56.8,3098402.0,2855937.0,242465.0,7.8,Tennessee
2012-10-01,2012,Oct,61.6,56.8,3101365.0,2859257.0,242108.0,7.8,Tennessee
2012-11-01,2012,Nov,61.6,56.8,3103321.0,2860286.0,243035.0,7.8,Tennessee
2012-12-01,2012,Dec,61.6,56.7,3103871.0,2859008.0,244863.0,7.9,Tennessee
2013-01-01,2013,Jan,61.5,56.6,3102423.0,2855543.0,246880.0,8.0,Tennessee
2013-02-01,2013,Feb,61.4,56.5,3099418.0,2851148.0,248270.0,8.0,Tennessee
2013-03-01,2013,Mar,61.3,56.4,3095898.0,2847593.0,248305.0,8.0,Tennessee
2013-04-01,2013,Apr,61.2,56.3,3092912.0,2845925.0,246987.0,8.0,Tennessee
2013-05-01,2013,May,61.1,56.2,3089865.0,2844913.0,244952.0,7.9,Tennessee
2013-06-01,2013,Jun,61.0,56.2,3085954.0,2843190.0,242764.0,7.9,Tennessee
2013-07-01,2013,Jul,60.8,56.1,3080892.0,2840265.0,240627.0,7.8,Tennessee
2013-08-01,2013,Aug,60.6,56.0,3074336.0,2836800.0,237536.0,7.7,Tennessee
2013-09-01,2013,Sep,60.4,55.9,3066803.0,2833931.0,232872.0,7.6,Tennessee
2013-10-01,2013,Oct,60.3,55.8,3059810.0,2832394.0,227416.0,7.4,Tennessee
2013-11-01,2013,Nov,60.1,55.7,3054206.0,2832369.0,221837.0,7.3,Tennessee
2013-12-01,2013,Dec,60.0,55.7,3049904.0,2833383.0,216521.0,7.1,Tennessee
2014-01-01,2014,Jan,59.9,55.7,3046560.0,2834891.0,211669.0,6.9,Tennessee
2014-02-01,2014,Feb,59.8,55.7,3043669.0,2835964.0,207705.0,6.8,Tennessee
2014-03-01,2014,Mar,59.7,55.7,3041048.0,2835726.0,205322.0,6.8,Tennessee
2014-04-01,2014,Apr,59.6,55.6,3038521.0,2834046.0,204475.0,6.7,Tennessee
2014-05-01,2014,May,59.5,55.5,3036563.0,2832484.0,204079.0,6.7,Tennessee
2014-06-01,2014,Jun,59.5,55.5,3036228.0,2832894.0,203334.0,6.7,Tennessee
2014-07-01,2014,Jul,59.4,55.5,3037420.0,2835451.0,201969.0,6.6,Tennessee
2014-08-01,2014,Aug,59.4,55.5,3040492.0,2840279.0,200213.0,6.6,Tennessee
2014-09-01,2014,Sep,59.5,55.6,3045235.0,2846964.0,198271.0,6.5,Tennessee
2014-10-01,2014,Oct,59.5,55.7,3049884.0,2854160.0,195724.0,6.4,Tennessee
2014-11-01,2014,Nov,59.5,55.8,3052910.0,2860333.0,192577.0,6.3,Tennessee
2014-12-01,2014,Dec,59.5,55.8,3054766.0,2865175.0,189591.0,6.2,Tennessee
2015-01-01,2015,Jan,59.5,55.9,3056389.0,2869136.0,187253.0,6.1,Tennessee
2015-02-01,2015,Feb,59.5,55.9,3058800.0,2873342.0,185458.0,6.1,Tennessee
2015-03-01,2015,Mar,59.5,56.0,3062426.0,2878956.0,183470.0,6.0,Tennessee
